"INDICATOR","HFA_421"

"HFA_421","% of regular daily smokers in the population, age 15+, by sex"

"UNIT_TYPE","Unit"
"PERCENT","%"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFA","European Health for All database"

"DATA_TYPE_REPRESENTATION","Data type representation"
"RATIO","Ratio"

"DATA_SET","Data set"
"HFA","European Health for All database (WHO)"

"DATA_MASK","Mask for controlling the output format of values"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"BIH","","ALL","2011","14.3"
"BIH","","ALL","2012","14.3"
"BIH","","ALL","2013","14.3"
"BIH","","ALL","2014","14.3"
"BIH","","ALL","2015","14.3"
"BIH","","ALL","2017","40.7"
"BIH","","ALL","2018","40.7"
"BIH","","ALL","2019","40.7"
"BLR","","ALL","1995","27.5"
"BLR","","ALL","1996","27.9"
"BLR","","ALL","1997","26.4"
"BLR","","ALL","1998","26.6"
"BLR","","ALL","1999","26.3"
"BLR","","ALL","2000","26.3"
"BLR","","ALL","2001","26.9"
"BLR","","ALL","2002","26.3"
"BLR","","ALL","2003","26.6"
"BLR","","ALL","2004","27.3"
"BLR","","ALL","2005","27.4"
"BLR","","ALL","2006","28.2"
"BLR","","ALL","2007","28"
"BLR","","ALL","2008","27.5"
"BLR","","ALL","2009","27.5"
"BLR","","ALL","2010","27"
"BLR","","ALL","2011","26.7"
"BLR","","ALL","2012","27"
"BLR","","ALL","2013","25.9"
"BLR","","ALL","2014","25.1"
"BLR","","ALL","2015","24.4"
"BLR","","ALL","2016","24"
"BLR","","ALL","2017","23.2"
"BLR","","ALL","2018","23.9"
"BLR","","ALL","2019","23.8"
"BLR","","ALL","2020","23.3"
"BLR","","ALL","2021","21.7"
"BLR","","ALL","2022","23"
"CHE","","ALL","1992","28.2"
"CHE","","ALL","1993","30"
"CHE","","ALL","1997","33"
"CHE","","ALL","2001","24"
"CHE","","ALL","2002","27"
"CHE","","ALL","2004","22"
"CHE","","ALL","2007","20"
"CHE","","ALL","2009","19"
"CHE","","ALL","2012","20.37"
"CHE","","ALL","2017","19.1"
"CHE","","ALL","2022","16.1"
"","CIS","ALL","2001","30.2"
"","CIS","ALL","2004","29.15"
"","CIS","ALL","2005","28.86"
"CYP","","ALL","2003","23.9"
"CYP","","ALL","2008","26.5"
"CYP","","ALL","2014","25.7"
"CYP","","ALL","2019","22.5"
"CZE","","ALL","1993","26.4"
"CZE","","ALL","1996","26.2"
"CZE","","ALL","1999","23.5"
"CZE","","ALL","2002","24.1"
"CZE","","ALL","2003","27.2"
"CZE","","ALL","2004","25.4"
"CZE","","ALL","2005","24.3"
"CZE","","ALL","2006","23.4"
"CZE","","ALL","2007","24"
"CZE","","ALL","2008","21.8"
"CZE","","ALL","2009","23.6"
"CZE","","ALL","2010","22.8"
"CZE","","ALL","2011","21.7"
"CZE","","ALL","2012","22.9"
"CZE","","ALL","2013","22.2"
"CZE","","ALL","2014","22.3"
"CZE","","ALL","2015","18.2"
"CZE","","ALL","2016","19.6"
"CZE","","ALL","2017","18.4"
"CZE","","ALL","2018","21.1"
"CZE","","ALL","2019","18.1"
"CZE","","ALL","2020","16.6"
"CZE","","ALL","2021","17.6"
"CZE","","ALL","2022","16.2"
"DEU","","ALL","1992","24.8"
"DEU","","ALL","1995","24.3"
"DEU","","ALL","1999","24.7"
"DEU","","ALL","2003","24.3"
"DEU","","ALL","2005","23.2"
"DEU","","ALL","2009","21.9"
"DEU","","ALL","2013","20.9"
"DEU","","ALL","2017","18.8"
"DEU","","ALL","2021","14.6"
"DNK","","ALL","1994","37"
"DNK","","ALL","1995","36"
"DNK","","ALL","1996","34"
"DNK","","ALL","1997","33"
"DNK","","ALL","1998","33"
"DNK","","ALL","1999","31"
"DNK","","ALL","2000","30.5"
"DNK","","ALL","2001","29.5"
"DNK","","ALL","2002","28"
"DNK","","ALL","2003","28"
"DNK","","ALL","2004","26"
"DNK","","ALL","2005","26"
"DNK","","ALL","2006","25"
"DNK","","ALL","2007","24"
"DNK","","ALL","2008","23"
"DNK","","ALL","2009","19"
"DNK","","ALL","2010","20"
"DNK","","ALL","2011","18"
"DNK","","ALL","2012","17"
"DNK","","ALL","2013","17"
"DNK","","ALL","2014","17"
"DNK","","ALL","2015","17"
"DNK","","ALL","2016","16"
"DNK","","ALL","2017","16.9"
"DNK","","ALL","2021","13.9"
"ESP","","ALL","1993","32.1"
"ESP","","ALL","1995","33.7"
"ESP","","ALL","1997","33.2"
"ESP","","ALL","2001","31.7"
"ESP","","ALL","2003","28.1"
"ESP","","ALL","2006","26.4"
"ESP","","ALL","2009","26.16"
"ESP","","ALL","2011","23.95"
"ESP","","ALL","2014","22.98"
"ESP","","ALL","2017","22.08"
"ESP","","ALL","2020","19.78"
"EST","","ALL","1990","27.5"
"EST","","ALL","1992","30.9"
"EST","","ALL","1993","34"
"EST","","ALL","1994","33.5"
"EST","","ALL","1996","31.9"
"EST","","ALL","1998","29.7"
"EST","","ALL","2000","30.3"
"EST","","ALL","2002","28.3"
"EST","","ALL","2004","32.8"
"EST","","ALL","2006","27.8"
"EST","","ALL","2008","26.2"
"EST","","ALL","2010","26.2"
"EST","","ALL","2012","26"
"EST","","ALL","2014","22.1"
"EST","","ALL","2016","21.3"
"EST","","ALL","2018","17.2"
"EST","","ALL","2020","17.9"
"EST","","ALL","2022","15.9"
"","EU_AFTER_MAY2004","ALL","2008","25.48"
"","EU_AFTER_MAY2004","ALL","2014","25.76"
"","EU_AFTER_MAY2004","ALL","2019","21.25"
"","EU_BEFORE_FEB2020","ALL","1992","29.36"
"","EU_BEFORE_FEB2020","ALL","1994","28.52"
"","EU_BEFORE_FEB2020","ALL","1995","28.38"
"","EU_BEFORE_FEB2020","ALL","1996","28.43"
"","EU_BEFORE_FEB2020","ALL","1999","27.66"
"","EU_BEFORE_FEB2020","ALL","2000","27.4"
"","EU_BEFORE_FEB2020","ALL","2002","26.63"
"","EU_BEFORE_FEB2020","ALL","2003","26.3"
"","EU_BEFORE_FEB2020","ALL","2004","25.8"
"","EU_BEFORE_FEB2020","ALL","2005","25.35"
"","EU_BEFORE_FEB2020","ALL","2006","24.71"
"","EU_BEFORE_FEB2020","ALL","2008","24.04"
"","EU_BEFORE_FEB2020","ALL","2009","24.1"
"","EU_BEFORE_FEB2020","ALL","2014","22.37"
"","EU_BEFORE_FEB2020","ALL","2018","20.34"
"","EU_BEFORE_FEB2020","ALL","2019","18.97"
"","EU_BEFORE_MAY2004","ALL","1991","28.64"
"","EU_BEFORE_MAY2004","ALL","1992","28.39"
"","EU_BEFORE_MAY2004","ALL","1993","27.94"
"","EU_BEFORE_MAY2004","ALL","1994","27.71"
"","EU_BEFORE_MAY2004","ALL","1995","27.65"
"","EU_BEFORE_MAY2004","ALL","1996","27.86"
"","EU_BEFORE_MAY2004","ALL","1998","27.34"
"","EU_BEFORE_MAY2004","ALL","1999","27.31"
"","EU_BEFORE_MAY2004","ALL","2000","27.08"
"","EU_BEFORE_MAY2004","ALL","2001","26.7"
"","EU_BEFORE_MAY2004","ALL","2002","26.2"
"","EU_BEFORE_MAY2004","ALL","2003","25.7"
"","EU_BEFORE_MAY2004","ALL","2004","25.06"
"","EU_BEFORE_MAY2004","ALL","2005","24.47"
"","EU_BEFORE_MAY2004","ALL","2006","24.12"
"","EU_BEFORE_MAY2004","ALL","2007","23.75"
"","EU_BEFORE_MAY2004","ALL","2008","23.65"
"","EU_BEFORE_MAY2004","ALL","2009","23.6"
"","EU_BEFORE_MAY2004","ALL","2010","23.19"
"","EU_BEFORE_MAY2004","ALL","2011","22.77"
"","EU_BEFORE_MAY2004","ALL","2013","21.89"
"","EU_BEFORE_MAY2004","ALL","2014","21.47"
"","EU_BEFORE_MAY2004","ALL","2015","21"
"","EU_BEFORE_MAY2004","ALL","2016","20.32"
"","EU_BEFORE_MAY2004","ALL","2017","20.04"
"","EU_BEFORE_MAY2004","ALL","2018","19.21"
"","EU_BEFORE_MAY2004","ALL","2019","18.37"
"","EU_BEFORE_MAY2004","ALL","2021","17.31"
"","EU_MEMBERS","ALL","1994","28.72"
"","EU_MEMBERS","ALL","1995","28.57"
"","EU_MEMBERS","ALL","1996","28.49"
"","EU_MEMBERS","ALL","1999","27.75"
"","EU_MEMBERS","ALL","2000","27.45"
"","EU_MEMBERS","ALL","2002","26.72"
"","EU_MEMBERS","ALL","2003","26.34"
"","EU_MEMBERS","ALL","2005","25.54"
"","EU_MEMBERS","ALL","2006","25.08"
"","EU_MEMBERS","ALL","2008","24.47"
"","EU_MEMBERS","ALL","2009","24.54"
"","EU_MEMBERS","ALL","2014","22.86"
"","EU_MEMBERS","ALL","2019","19.45"
"FIN","","ALL","1979","27"
"FIN","","ALL","1980","26"
"FIN","","ALL","1981","26"
"FIN","","ALL","1982","24"
"FIN","","ALL","1983","25"
"FIN","","ALL","1984","25"
"FIN","","ALL","1985","23"
"FIN","","ALL","1986","25"
"FIN","","ALL","1987","27"
"FIN","","ALL","1988","27"
"FIN","","ALL","1989","26"
"FIN","","ALL","1990","26"
"FIN","","ALL","1991","27"
"FIN","","ALL","1992","26"
"FIN","","ALL","1993","24"
"FIN","","ALL","1994","23"
"FIN","","ALL","1995","24"
"FIN","","ALL","1996","22"
"FIN","","ALL","1997","24"
"FIN","","ALL","1998","25"
"FIN","","ALL","1999","23"
"FIN","","ALL","2000","23"
"FIN","","ALL","2001","24"
"FIN","","ALL","2002","23.4"
"FIN","","ALL","2003","22.2"
"FIN","","ALL","2004","23"
"FIN","","ALL","2005","22"
"FIN","","ALL","2006","21"
"FIN","","ALL","2007","20"
"FIN","","ALL","2008","20"
"FIN","","ALL","2009","18"
"FIN","","ALL","2010","18"
"FIN","","ALL","2011","17"
"FIN","","ALL","2012","16"
"FIN","","ALL","2013","18"
"FIN","","ALL","2014","17"
"FIN","","ALL","2015","17"
"FIN","","ALL","2016","15"
"FIN","","ALL","2017","13"
"FIN","","ALL","2018","14"
"FIN","","ALL","2019","13"
"FIN","","ALL","2020","12"
"FIN","","ALL","2022","11"
"FRA","","ALL","1980","32"
"FRA","","ALL","1991","29"
"FRA","","ALL","1996","28"
"FRA","","ALL","2000","27"
"FRA","","ALL","2002","25.9"
"FRA","","ALL","2003","25.4"
"FRA","","ALL","2005","27.1"
"FRA","","ALL","2010","29.7"
"FRA","","ALL","2014","28.6"
"FRA","","ALL","2017","26.9"
"FRA","","ALL","2018","25.4"
"FRA","","ALL","2019","24"
"GBR","","ALL","1980","39"
"GBR","","ALL","1982","35"
"GBR","","ALL","1984","34"
"GBR","","ALL","1986","33"
"GBR","","ALL","1988","32"
"GBR","","ALL","1990","30"
"GBR","","ALL","1992","28"
"GBR","","ALL","1994","27"
"GBR","","ALL","1995","27"
"GBR","","ALL","1996","28"
"GBR","","ALL","1998","27"
"GBR","","ALL","2000","27"
"GBR","","ALL","2001","27"
"GBR","","ALL","2002","26"
"GBR","","ALL","2003","26"
"GBR","","ALL","2004","25"
"GBR","","ALL","2005","24"
"GBR","","ALL","2006","22"
"GBR","","ALL","2007","21"
"GBR","","ALL","2008","21"
"GBR","","ALL","2009","21"
"GBR","","ALL","2010","20"
"GBR","","ALL","2011","20"
"GBR","","ALL","2012","20"
"GBR","","ALL","2013","19"
"GBR","","ALL","2014","19"
"GBR","","ALL","2015","18"
"GBR","","ALL","2016","16"
"GBR","","ALL","2017","16.8"
"GBR","","ALL","2018","16.6"
"GBR","","ALL","2019","15.8"
"GBR","","ALL","2020","14.5"
"GBR","","ALL","2021","12.7"
"GBR","","ALL","2022","11.2"
"GEO","","ALL","1998","32.56"
"GEO","","ALL","2001","27.8"
"GEO","","ALL","2003","25.1"
"GEO","","ALL","2010","30.3"
"GRC","","ALL","1991","46"
"GRC","","ALL","1994","37"
"GRC","","ALL","1995","39"
"GRC","","ALL","2000","37.6"
"GRC","","ALL","2002","45"
"GRC","","ALL","2009","31.9"
"GRC","","ALL","2014","27.3"
"GRC","","ALL","2019","24.9"
"HRV","","ALL","1995","32.6"
"HRV","","ALL","2000","30.3"
"HRV","","ALL","2003","27.4"
"HRV","","ALL","2014","27.5"
"HUN","","ALL","1992","44"
"HUN","","ALL","1994","35.5"
"HUN","","ALL","1995","37"
"HUN","","ALL","1999","32.5"
"HUN","","ALL","2000","30.2"
"HUN","","ALL","2003","30.4"
"HUN","","ALL","2009","26.5"
"HUN","","ALL","2014","25.8"
"HUN","","ALL","2019","24.9"
"IRL","","ALL","1981","35"
"IRL","","ALL","1985","34.6"
"IRL","","ALL","1986","34"
"IRL","","ALL","1987","32"
"IRL","","ALL","1988","29"
"IRL","","ALL","1989","30"
"IRL","","ALL","1990","30"
"IRL","","ALL","1991","28"
"IRL","","ALL","1992","30"
"IRL","","ALL","1993","28"
"IRL","","ALL","1994","29"
"IRL","","ALL","1995","29"
"IRL","","ALL","1998","33"
"IRL","","ALL","2002","27"
"IRL","","ALL","2004","23.9"
"IRL","","ALL","2005","23.9"
"IRL","","ALL","2006","24.7"
"IRL","","ALL","2007","29"
"IRL","","ALL","2008","27"
"IRL","","ALL","2015","23"
"IRL","","ALL","2016","23"
"IRL","","ALL","2017","22"
"IRL","","ALL","2018","20"
"IRL","","ALL","2019","17"
"IRL","","ALL","2021","18"
"IRL","","ALL","2022","18"
"IRL","","ALL","2023","18"
"ISL","","ALL","1987","33"
"ISL","","ALL","1988","32.5"
"ISL","","ALL","1989","31.9"
"ISL","","ALL","1990","30.2"
"ISL","","ALL","1991","29.8"
"ISL","","ALL","1992","28.3"
"ISL","","ALL","1993","26.2"
"ISL","","ALL","1994","26.7"
"ISL","","ALL","1995","26.5"
"ISL","","ALL","1996","27.4"
"ISL","","ALL","1997","26.8"
"ISL","","ALL","1998","24.6"
"ISL","","ALL","1999","25"
"ISL","","ALL","2000","22.4"
"ISL","","ALL","2001","22.9"
"ISL","","ALL","2002","21.1"
"ISL","","ALL","2003","21.9"
"ISL","","ALL","2004","19.8"
"ISL","","ALL","2005","19.2"
"ISL","","ALL","2006","18.8"
"ISL","","ALL","2007","19"
"ISL","","ALL","2008","17.6"
"ISL","","ALL","2009","15.4"
"ISL","","ALL","2010","14.2"
"ISL","","ALL","2011","14.3"
"ISL","","ALL","2012","13.8"
"ISL","","ALL","2013","11.8"
"ISL","","ALL","2014","12.6"
"ISL","","ALL","2015","10.9"
"ISL","","ALL","2016","10.2"
"ISL","","ALL","2017","9.4"
"ISL","","ALL","2018","8.6"
"ISL","","ALL","2019","8.2"
"ISL","","ALL","2020","7.3"
"ISL","","ALL","2021","7.2"
"ISL","","ALL","2022","6.2"
"ISL","","ALL","2023","5.7"
"ISR","","ALL","1981","37"
"ISR","","ALL","1983","36"
"ISR","","ALL","1987","32"
"ISR","","ALL","1988","36"
"ISR","","ALL","1989","34"
"ISR","","ALL","1991","34"
"ISR","","ALL","1992","31"
"ISR","","ALL","1994","28"
"ISR","","ALL","1995","28"
"ISR","","ALL","1996","29"
"ISR","","ALL","1997","28"
"ISR","","ALL","1998","29"
"ISR","","ALL","2000","27"
"ISR","","ALL","2002","24.3"
"ISR","","ALL","2003","23.8"
"ISR","","ALL","2004","25.1"
"ISR","","ALL","2005","25.5"
"ISR","","ALL","2006","23.2"
"ISR","","ALL","2007","24.2"
"ISR","","ALL","2008","22.8"
"ISR","","ALL","2009","21.7"
"ISR","","ALL","2010","20.7"
"ISR","","ALL","2013","18.7"
"ISR","","ALL","2014","19.7"
"ISR","","ALL","2017","20.5"
"ISR","","ALL","2019","20"
"ISR","","ALL","2020","20.1"
"ISR","","ALL","2023","20.5"
"ITA","","ALL","1993","25.7"
"ITA","","ALL","1994","25.4"
"ITA","","ALL","1995","25.6"
"ITA","","ALL","1996","26.4"
"ITA","","ALL","1997","25.2"
"ITA","","ALL","1998","24.7"
"ITA","","ALL","1999","24.7"
"ITA","","ALL","2000","24.4"
"ITA","","ALL","2001","24.1"
"ITA","","ALL","2002","24"
"ITA","","ALL","2003","24.2"
"ITA","","ALL","2005","22.3"
"ITA","","ALL","2006","23"
"ITA","","ALL","2007","22.4"
"ITA","","ALL","2008","22.4"
"ITA","","ALL","2009","23.3"
"ITA","","ALL","2010","23.1"
"ITA","","ALL","2011","22.5"
"ITA","","ALL","2012","22.1"
"ITA","","ALL","2013","21.1"
"ITA","","ALL","2014","19.7"
"ITA","","ALL","2015","19.8"
"ITA","","ALL","2016","20"
"ITA","","ALL","2017","19.9"
"ITA","","ALL","2018","19.2"
"ITA","","ALL","2019","18.6"
"ITA","","ALL","2020","18.8"
"ITA","","ALL","2021","19.1"
"KAZ","","ALL","1996","33"
"KAZ","","ALL","2000","28"
"KAZ","","ALL","2001","23.9"
"KAZ","","ALL","2004","23.1"
"KGZ","","ALL","1997","32"
"KGZ","","ALL","1999","30"
"KGZ","","ALL","2001","25.4"
"KGZ","","ALL","2004","20"
"KGZ","","ALL","2005","20"
"KGZ","","ALL","2012","23.2"
"LTU","","ALL","1992","30"
"LTU","","ALL","1994","24.8"
"LTU","","ALL","1996","28.4"
"LTU","","ALL","1998","28.3"
"LTU","","ALL","2000","32"
"LTU","","ALL","2002","28.25"
"LTU","","ALL","2004","27"
"LTU","","ALL","2005","24.5"
"LTU","","ALL","2006","26.5"
"LTU","","ALL","2008","24.2"
"LTU","","ALL","2010","21.8"
"LTU","","ALL","2012","20.5"
"LTU","","ALL","2014","20.2"
"LTU","","ALL","2018","17.3"
"LTU","","ALL","2019","18.4"
"LTU","","ALL","2022","15.9"
"LUX","","ALL","1987","33"
"LUX","","ALL","1993","29"
"LUX","","ALL","1995","28"
"LUX","","ALL","1998","32"
"LUX","","ALL","2000","30"
"LUX","","ALL","2001","26"
"LUX","","ALL","2002","26"
"LUX","","ALL","2003","28"
"LUX","","ALL","2004","27"
"LUX","","ALL","2005","23"
"LUX","","ALL","2006","21"
"LUX","","ALL","2007","21"
"LUX","","ALL","2008","20"
"LUX","","ALL","2009","19"
"LUX","","ALL","2010","18"
"LUX","","ALL","2011","17"
"LUX","","ALL","2012","17"
"LUX","","ALL","2013","16"
"LUX","","ALL","2014","15"
"LUX","","ALL","2015","15"
"LUX","","ALL","2016","15"
"LUX","","ALL","2017","16"
"LUX","","ALL","2018","15"
"LUX","","ALL","2019","17"
"LUX","","ALL","2020","17"
"LUX","","ALL","2021","19"
"LUX","","ALL","2022","20"
"LVA","","ALL","1994","30.3"
"LVA","","ALL","1998","35.7"
"LVA","","ALL","1999","29.2"
"LVA","","ALL","2000","33"
"LVA","","ALL","2002","33.2"
"LVA","","ALL","2004","30.1"
"LVA","","ALL","2006","30.4"
"LVA","","ALL","2008","27.9"
"LVA","","ALL","2010","33.7"
"LVA","","ALL","2012","34.3"
"LVA","","ALL","2014","36.1"
"LVA","","ALL","2016","33"
"LVA","","ALL","2018","24.5"
"LVA","","ALL","2020","22.6"
"LVA","","ALL","2022","29"
"MCO","","ALL","2020","25"
"MDA","","ALL","2000","19"
"MDA","","ALL","2001","18.2"
"MDA","","ALL","2002","17"
"MDA","","ALL","2003","15.7"
"MDA","","ALL","2004","15.2"
"MDA","","ALL","2005","19.1"
"MDA","","ALL","2006","27.1"
"MKD","","ALL","1999","36"
"MLT","","ALL","1992","28"
"MLT","","ALL","1995","24.1"
"MLT","","ALL","2002","23.4"
"MLT","","ALL","2008","20.4"
"MLT","","ALL","2009","20.4"
"MLT","","ALL","2014","20.1"
"MLT","","ALL","2019","20.5"
"MNE","","ALL","2008","32.7"
"MNE","","ALL","2012","31"
"MNE","","ALL","2017","35.4"
"NLD","","ALL","1980","43"
"NLD","","ALL","1982","37"
"NLD","","ALL","1984","39"
"NLD","","ALL","1986","38"
"NLD","","ALL","1988","33"
"NLD","","ALL","1990","36.7"
"NLD","","ALL","1991","38"
"NLD","","ALL","1992","36.2"
"NLD","","ALL","1993","36.1"
"NLD","","ALL","1994","37.1"
"NLD","","ALL","1995","35.7"
"NLD","","ALL","1996","35.7"
"NLD","","ALL","1997","35.5"
"NLD","","ALL","1998","34.6"
"NLD","","ALL","1999","33.8"
"NLD","","ALL","2000","32.4"
"NLD","","ALL","2001","28.81"
"NLD","","ALL","2002","27.62"
"NLD","","ALL","2003","26.7"
"NLD","","ALL","2004","25.38"
"NLD","","ALL","2005","25.21"
"NLD","","ALL","2006","25.2"
"NLD","","ALL","2007","23.15"
"NLD","","ALL","2008","23.29"
"NLD","","ALL","2009","22.61"
"NLD","","ALL","2010","20.9"
"NLD","","ALL","2011","20.8"
"NLD","","ALL","2012","18.4"
"NLD","","ALL","2013","18.5"
"NLD","","ALL","2014","19.1"
"NLD","","ALL","2015","19"
"NLD","","ALL","2016","18"
"NLD","","ALL","2017","16.8"
"NLD","","ALL","2018","15.5"
"NLD","","ALL","2019","15.4"
"NLD","","ALL","2020","14.4"
"NLD","","ALL","2021","14.7"
"NLD","","ALL","2022","12.7"
"NOR","","ALL","1980","31.3"
"NOR","","ALL","1981","31.6"
"NOR","","ALL","1982","32.3"
"NOR","","ALL","1983","33.3"
"NOR","","ALL","1984","32.7"
"NOR","","ALL","1985","32.3"
"NOR","","ALL","1986","32"
"NOR","","ALL","1987","32"
"NOR","","ALL","1988","34"
"NOR","","ALL","1989","34"
"NOR","","ALL","1990","34.8"
"NOR","","ALL","1991","34.6"
"NOR","","ALL","1992","35.1"
"NOR","","ALL","1993","34.8"
"NOR","","ALL","1994","33.5"
"NOR","","ALL","1995","32.9"
"NOR","","ALL","1996","33.1"
"NOR","","ALL","1997","33.2"
"NOR","","ALL","1998","32.9"
"NOR","","ALL","1999","32.3"
"NOR","","ALL","2000","31.2"
"NOR","","ALL","2001","29.6"
"NOR","","ALL","2002","29.4"
"NOR","","ALL","2003","26.3"
"NOR","","ALL","2004","26"
"NOR","","ALL","2005","25"
"NOR","","ALL","2006","24"
"NOR","","ALL","2007","22"
"NOR","","ALL","2008","21"
"NOR","","ALL","2009","20"
"NOR","","ALL","2010","19"
"NOR","","ALL","2011","17"
"NOR","","ALL","2012","16"
"NOR","","ALL","2013","15"
"NOR","","ALL","2014","13"
"NOR","","ALL","2015","13"
"NOR","","ALL","2016","12"
"NOR","","ALL","2017","11"
"NOR","","ALL","2018","12"
"NOR","","ALL","2019","9"
"NOR","","ALL","2020","9"
"NOR","","ALL","2021","8"
"NOR","","ALL","2022","8"
"NOR","","ALL","2023","7"
"","NORDIC","ALL","1980","31.89"
"","NORDIC","ALL","1981","31.21"
"","NORDIC","ALL","1982","30.97"
"","NORDIC","ALL","1983","30.77"
"","NORDIC","ALL","1984","31.21"
"","NORDIC","ALL","1985","29.97"
"","NORDIC","ALL","1986","30.01"
"","NORDIC","ALL","1987","30.48"
"","NORDIC","ALL","1988","30.58"
"","NORDIC","ALL","1989","29.94"
"","NORDIC","ALL","1990","30.02"
"","NORDIC","ALL","1991","29.93"
"","NORDIC","ALL","1992","30.08"
"","NORDIC","ALL","1993","28.61"
"","NORDIC","ALL","1994","27.93"
"","NORDIC","ALL","1995","27.85"
"","NORDIC","ALL","1996","26.85"
"","NORDIC","ALL","1997","25.94"
"","NORDIC","ALL","1998","26.04"
"","NORDIC","ALL","1999","25.15"
"","NORDIC","ALL","2000","24.66"
"","NORDIC","ALL","2001","24.37"
"","NORDIC","ALL","2002","23.45"
"","NORDIC","ALL","2003","22.52"
"","NORDIC","ALL","2004","21.69"
"","NORDIC","ALL","2005","21.17"
"","NORDIC","ALL","2006","20.03"
"","NORDIC","ALL","2007","19.04"
"","NORDIC","ALL","2008","18.98"
"","NORDIC","ALL","2009","17.21"
"","NORDIC","ALL","2010","16.96"
"","NORDIC","ALL","2011","15.75"
"","NORDIC","ALL","2012","15.01"
"","NORDIC","ALL","2013","14.43"
"","NORDIC","ALL","2014","14.28"
"","NORDIC","ALL","2015","14"
"","NORDIC","ALL","2016","13.05"
"","NORDIC","ALL","2017","12.43"
"","NORDIC","ALL","2018","12.54"
"","NORDIC","ALL","2019","11.69"
"","NORDIC","ALL","2020","10.97"
"","NORDIC","ALL","2021","10.58"
